TERYT;DZ_IDENT;GR_WL_OP;je_nr;obr_nazwa;nr;id;pow_ewid;pow_graf;aktualnosc;id_iip;tz;dzk_ident;counter;uchwalenie;data_uchwa;ogloszenie;data_duwm;data_obowi;www;przystapie;data_przys;prowadzacy;wykonanie;uchwala_od;id_pg;oznaczenie;rodzaj_ozn;gdb_id;opis_oznac;nazwa_mpzp;nazwa;data_uchwa_1;uchwalenie_1;ogloszenie_1;data_duwm_1;data_obowi_1;www_1;id_pg_1;je_nr_1;obr_nazwa_1;nr_1;id_1;pow_ewid_1;pow_graf_1;aktualnosc_1;id_iip_1;tz_1;dzk_ident_1;counter_1;oznaczenie_1;rodzaj_ozn_1;nazwa_mpzp_1;gdb_id_1;opis_oznac_1;je_nazwa;je_nazwa_1
126105_9;126105_9.0005.496/3;Gmina Kraków - współwłasność;1261059;S-5;496/3;65315778;571.0;570.2229;1704153600000;2FC99FEC-3FBE-4B52-97E0-D8B98BE4B55C;0 - nie;126105_9.0005.496/3;2;CV/1411/10;1278460800000;Nr 372  poz. 2563;1279756800000;1282435200000;http://www.bip.krakow.pl/?bip_id=1&ampdok_id=28911&ampsub_dok_id=28911;;;;;;2765;1KDL;KDL;0D93C18B10130AA5E0630D0A1EAC4A6E;Tereny publicznych dróg lokalnych;CYSTERSÓW;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.239/3;Gmina Kraków - współwłasność;1261059;S-17;239/3;64187243;342.0;341.58659999;1704153600000;9B748B4E-6B8F-466D-8709-32E6F0F03A08;0 - nie;126105_9.0017.239/3;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7142;KDZ+T.2;KDZ+T;0D93C18B3E5B0AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy zbiorczej z tramwajem;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0016.178/3;Gmina Kraków - współwłasność;1261059;S-16;178/3;63400865;374.0;366.64649999;1704153600000;1DCED50C-EA11-41AE-95E1-F1C8B16EDAD0;0 - nie;126105_9.0016.178/3;2;LIX/1738/21;1623196800000;poz. 3508;1623974400000;1625270400000;https://www.bip.krakow.pl/?dok_id=142140;;;;;;15782;U/MNi.2;U/MNi;0D93C18B35B30AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0008.219/23;Gmina Kraków - współwłasność;1261059;S-8;219/23;63131403;207.0;207.20209999;1704153600000;EA362D8D-C388-4FF6-B00A-842F27BB8710;0 - nie;126105_9.0008.219/23;2;LXXXI/2314/22;1648598400000;2022.2594;1649376000000;1650672000000;https://www.bip.krakow.pl/?dok_id=151220;;;;;;16850;KDD.4;KDD;0D93C18B3A930AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej (KDD.1-KDD.7);WITA STWOSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.244/21;Gmina Kraków - współwłasność;1261059;S-17;244/21;64194440;95.0;95.55475002;1704153600000;BE599841-C682-FA7E-E053-B80B10AC7E27;0 - nie;126105_9.0017.244/21;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7142;KDZ+T.2;KDZ+T;0D93C18B3E5B0AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy zbiorczej z tramwajem;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0016.256/2;Gmina Kraków - współwłasność;1261059;S-16;256/2;62516951;170.0;170.25864999;1704153600000;9DC3A304-6576-4202-8479-CB7029ABBFE1;0 - nie;126105_9.0016.256/2;2;LIX/1286/16;1481068800000;poz. 7756;1481760000000;1483056000000;https://www.bip.krakow.pl/?dok_id=82629;;;;;;8829;MW/U.1;MW/U;0D93C18B1FA10AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0007.148/2;Gmina Kraków - współwłasność;1261059;S-7;148/2;64444500;532.0;532.6311;1704153600000;D1E91AE2-9F7B-0DDB-E053-0C0A1EAC8476;0 - nie;126105_9.0007.148/2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.308/2;Gmina Kraków - współwłasność;1261059;S-17;308/2;63809992;8609.0;8606.75120001;1704153600000;BE599841-C6BB-FA7E-E053-B80B10AC7E27;0 - nie;126105_9.0017.308/2;4;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7065;KDL.7;KDL;0D93C18B3E560AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy lokalnej;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0016.178/2;Gmina Kraków - współwłasność;1261059;S-16;178/2;63400864;404.0;403.61725;1704153600000;48271175-7C21-4A0B-AD61-A88DE3C67E73;0 - nie;126105_9.0016.178/2;2;LIX/1738/21;1623196800000;poz. 3508;1623974400000;1625270400000;https://www.bip.krakow.pl/?dok_id=142140;;;;;;15782;U/MNi.2;U/MNi;0D93C18B35B30AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0061.119/2;Gmina Kraków - współwłasność;1261059;S-61;119/2;62523150;88.0;88.86004999;1704153600000;CE6D7791-68D0-4FF0-B651-4147E5EAE271;0 - nie;126105_9.0061.119/2;2;null;null;null;null;null;http://www.bip.krakow.pl/?dok_id=106687;VIII/139/19;1551225600000;SPR;BP;null;444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.244/19;Gmina Kraków - współwłasność;1261059;S-17;244/19;63809911;1219.0;1218.71609998;1704153600000;BE599841-C680-FA7E-E053-B80B10AC7E27;0 - nie;126105_9.0017.244/19;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7142;KDZ+T.2;KDZ+T;0D93C18B3E5B0AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy zbiorczej z tramwajem;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0008.219/16;Gmina Kraków - współwłasność;1261059;S-8;219/16;65549560;420.0;419.75695001;1704153600000;4E6483A7-FBFE-49C4-BE46-1C360C8AD9D0;0 - nie;126105_9.0008.219/16;2;LXXXI/2314/22;1648598400000;2022.2594;1649376000000;1650672000000;https://www.bip.krakow.pl/?dok_id=151220;;;;;;16850;KDD.4;KDD;0D93C18B3A930AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej (KDD.1-KDD.7);WITA STWOSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.244/12;Gmina Kraków - współwłasność;1261059;S-17;244/12;64187244;600.0;600.15655002;1704153600000;01790C52-9DE0-4FED-BE43-492E9EC93F1E;0 - nie;126105_9.0017.244/12;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7142;KDZ+T.2;KDZ+T;0D93C18B3E5B0AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy zbiorczej z tramwajem;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0017.237/10;Gmina Kraków - współwłasność;1261059;S-17;237/10;64187242;3632.0;3632.05255001;1704153600000;5DB928E9-37F2-4E65-9EB8-6D5F571EE1A6;0 - nie;126105_9.0017.237/10;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7142;KDZ+T.2;KDZ+T;0D93C18B3E5B0AA5E0630D0A1EAC4A6E;tereny dróg publicznych klasy zbiorczej z tramwajem;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0005.472/1;Gmina Kraków - współwłasność;1261059;S-5;472/1;64252253;3528.0;3522.41894999;1704153600000;38963EDB-8AEB-4DB7-B017-ADB6AC0461AE;0 - nie;126105_9.0005.472/1;2;LXII/888/12;1354665600000;poz. 7281;1355443200000;1358121600000;http://www.bip.krakow.pl/?dok_id=54118;;;;;;5401;KD/D.15;KD/D;0D93C18B1BA10AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;OSIEDLE OFICERSKIE;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0008.188/1;Gmina Kraków - współwłasność;1261059;S-8;188/1;62537089;44.0;43.11735;1704153600000;CD7B1A95-0BFB-446D-9A27-8F19E4368550;0 - nie;126105_9.0008.188/1;2;LXXXI/2314/22;1648598400000;2022.2594;1649376000000;1650672000000;https://www.bip.krakow.pl/?dok_id=151220;;;;;;16843;KDD.1;KDD;0D93C18B3A8D0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej (KDD.1-KDD.7);WITA STWOSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0023.1099;Gmina Kraków - współwłasność;1261059;S-23;1099;62490614;94.0;93.7262;1704153600000;73C823FB-B6E7-476F-AA37-E294AC11B03E;0 - nie;126105_9.0023.1099;2;LXXVII/1128/13;1372204800000;Poz. 4403;null;1374624000000;http://www.bip.krakow.pl/?dok_id=57144;;;;;;19004;KDD.2;KDD;0D93C18B1EAD0AA5E0630D0A1EAC4A6E;Tereny komunikacji - drogi publiczne klasy dojazdowej KDD.1 - KDD.3;;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0023.1158;Gmina Kraków - współwłasność;1261059;S-23;1158;64263418;968.0;969.06915004;1704153600000;34BF5B6E-0968-4972-976C-67C1E936EBF9;0 - nie;126105_9.0023.1158;2;XXVII/613/19;1571788800000;poz.7802;1573603200000;1574899200000;https://www.bip.krakow.pl/?dok_id=118552;;;;;;13487;KDD.6;KDD;0D93C18B2E6B0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;OLSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0023.1028;Gmina Kraków - współwłasność;1261059;S-23;1028;62508711;734.0;733.56999999;1704153600000;970BD39A-41E8-45FC-8F41-D172EFE0B2BA;0 - nie;126105_9.0023.1028;2;XXVII/613/19;1571788800000;poz.7802;1573603200000;1574899200000;https://www.bip.krakow.pl/?dok_id=118552;;;;;;13442;KDW.3;KDW;0D93C18B2E1B0AA5E0630D0A1EAC4A6E;;OLSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0023.1042;Gmina Kraków - współwłasność;1261059;S-23;1042;62523387;1437.0;1436.5837;1704153600000;C54224C2-AE96-404F-9472-F5F63217F91B;0 - nie;126105_9.0023.1042;2;XXVII/613/19;1571788800000;poz.7802;1573603200000;1574899200000;https://www.bip.krakow.pl/?dok_id=118552;;;;;;13501;KDD.12;KDD;0D93C18B2E2D0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;OLSZA;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0004.3/14;Gmina Kraków - współwłasność;1261059;S-4;3/14;66946772;178.0;177.96230001;1704153600000;C7EFEBF2-F59A-44D5-92A4-8F3D1386DFE8;0 - nie;126105_9.0004.3/14;2;CXI/2954/18;1537920000000;Pozycja: 6517;1538352000000;1539648000000;http://www.bip.krakow.pl/?dok_id=102570;;;;;;11480;MW.1;MW;0D93C18B28E80AA5E0630D0A1EAC4A6E;Teren zabudowy mieszkaniowej wielorodzinnej (MW.1);;;;;;;;;;;;;;;;;;;;;;;;;;;
126105_9;126105_9.0015.87/2;Gmina Kraków - współwłasność;1261059;S-15;87/2;62508555;102.0;99.38815;1704153600000;D659F8B1-E8B7-417D-B7D6-E003BAC16136;0 - nie;126105_9.0015.87/2;2;LXXXI/1240/13;1378857600000;poz. 5685;1380240000000;1382918400000;http://www.bip.krakow.pl/?dok_id=58413;;;;;;7118;MW/U.22;MW/U;0D93C18B3E380AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126104_9;126104_9.0101.710;Gmina Kraków - współwłasność;1261049;P-101;710;65265085;1109.0;1107.06524998;1704153600000;AF2F821A-9875-4E34-9E81-42257D8B0498;0 - nie;126104_9.0101.710;2;CVII\2737\18;1530662400000;Pozycja: 5308;1532390400000;1533686400000;http://www.bip.krakow.pl/?dok_id=100575;;;;;;11026;KDD.22;KDD;0D93C18B285C0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;;;;;;;;;;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0106.414;Gmina Kraków - współwłasność;1261049;P-106;414;64506795;21.0;21.37305;1704153600000;0216C6C1-B747-4610-BD95-2E12AE5800D5;0 - nie;126104_9.0106.414;2;XXIV/315/11;1315958400000;Nr 489  poz. 4731;1318896000000;1321574400000;http://www.bip.krakow.pl/?dok_id=47804&ampsub_dok_id=47804;;;;;;4177;Z51;Z;0D93C18B44B30AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0105.483;Gmina Kraków - współwłasność;1261049;P-105;483;68215526;64.0;64.09835;1704153600000;62A4DCEA-78C0-4A85-A797-71C0FDC50E1F;0 - nie;126104_9.0105.483;2;null;null;null;null;null;http://www.bip.krakow.pl/?dok_id=109770;XV/302/19;1557273600000;SPR;BP;null;457;13KDL;KDL;0D93C18B43CE0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych - drogi lokalne;;NOWE MIASTO;1353456000000;LXI/859/12;poz. 6544;1354579200000;1357257600000;http://www.bip.krakow.pl/?dok_id=53999;5238;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0105.484;Gmina Kraków - współwłasność;1261049;P-105;484;68215527;58.0;57.9033;1704153600000;96BE2651-77B4-4BBE-8586-698D3770714F;0 - nie;126104_9.0105.484;2;null;null;null;null;null;http://www.bip.krakow.pl/?dok_id=109770;XV/302/19;1557273600000;SPR;BP;null;457;13KDL;KDL;0D93C18B43CE0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych - drogi lokalne;;NOWE MIASTO;1353456000000;LXI/859/12;poz. 6544;1354579200000;1357257600000;http://www.bip.krakow.pl/?dok_id=53999;5238;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0106.379;Gmina Kraków - współwłasność;1261049;P-106;379;62493059;458.0;457.6138;1704153600000;94E5BC4C-6FFA-4265-A057-2545F6E4FC24;0 - nie;126104_9.0106.379;2;XXIV/315/11;1315958400000;Nr 489  poz. 4731;1318896000000;1321574400000;http://www.bip.krakow.pl/?dok_id=47804&ampsub_dok_id=47804;;;;;;4181;KDW16;KDW;0D93C18B44FB0AA5E0630D0A1EAC4A6E;Tereny zabudowy mieszkaniowej jednorodzinnej (MN1  MN4  MN6-MN30  MN34-MN69 MN71-MN79);;;1315958400000;XXIV/315/11;Nr 489  poz. 4731;1318896000000;1321574400000;http://www.bip.krakow.pl/?dok_id=47804&ampsub_dok_id=47804;4229;1261049;P-106;106/10;62486089;398.0;398.3764;1704153600000;669A5428-D238-4B54-AB77-95C89B136659;0 - nie;126104_9.0106.106/10;2;MN50;MN;;0D93C18B44F40AA5E0630D0A1EAC4A6E;;Podgórze;Podgórze
126104_9;126104_9.0108.550;Gmina Kraków - współwłasność;1261049;P-108;550;62462803;1221.0;1221.62924999;1704153600000;45B2776C-7587-4502-99EB-7E62E7842A2E;0 - nie;126104_9.0108.550;2;XLIV/1163/20;1598486400000;Poz. 5584;1599609600000;1600819200000;https://www.bip.krakow.pl/?dok_id=132085;;;;;;14195;169.R.2;R;0D93C18B49160AA5E0630D0A1EAC4A6E;Tereny rolnicze (168.R.1  169.R.2  169.R.5);ETAP B (Podetap 10) - 169;;;;;;;;;1261049;P-108;211;62459945;768.0;767.51009998;1704153600000;29CC7F3A-2C1C-4388-A43A-98551404E8D8;0 - nie;126104_9.0108.211;2;;;;;;Podgórze;Podgórze
126104_9;126104_9.0105.259/4;Gmina Kraków - współwłasność;1261049;P-105;259/4;68215525;8.0;7.6388;1704153600000;E1BE36C7-B924-4272-938F-6A434ACE0068;0 - nie;126104_9.0105.259/4;2;null;null;null;null;null;http://www.bip.krakow.pl/?dok_id=109770;XV/302/19;1557273600000;SPR;BP;null;457;;;;;;NOWE MIASTO;;;;;;;;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0107.87/6;Gmina Kraków - współwłasność;1261049;P-107;87/6;62805924;183.0;182.6182;1704153600000;F5764806-49A2-4D7B-A8A8-22858880979F;0 - nie;126104_9.0107.87/6;2;null;null;null;null;null;http://www.bip.krakow.pl/?dok_id=109770;XV/302/19;1557273600000;SPR;BP;null;457;39PU;PU;0D93C18B44120AA5E0630D0A1EAC4A6E;;;NOWE MIASTO;1353456000000;LXI/859/12;poz. 6544;1354579200000;1357257600000;http://www.bip.krakow.pl/?dok_id=53999;5079;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0105.71/1;Gmina Kraków - współwłasność;1261049;P-105;71/1;62490995;2595.0;2594.12414998;1704153600000;98AC7833-D4A8-4AC3-82B3-6714E01CE3E0;0 - nie;126104_9.0105.71/1;2;CIX/2894/18;1536710400000;poz. 6561;1538524800000;1539820800000;http://www.bip.krakow.pl/?dok_id=102579;;;;;;11675;166.Rp.1;Rp;0D93C18B48BB0AA5E0630D0A1EAC4A6E;Teren rolniczy (166.Rp.1);ETAP A - 166;;;;;;;;;;;;;;;;;;;;;;;;;Podgórze;
126104_9;126104_9.0107.71/3;Gmina Kraków - współwłasność;1261049;P-107;71/3;62478411;1205.0;1205.13389997;1704153600000;10ADE929-A256-436D-ABC0-4A02C806F7B4;0 - nie;126104_9.0107.71/3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Podgórze;
126102_9;126102_9.0001.271;Gmina Kraków - współwłasność;1261029;K-1;271;63609347;689.0;688.58585001;1704153600000;800EAE11-5B1C-48BE-AEAE-1E5375C5A5CD;0 - nie;126102_9.0001.271;2;LXXI/1990/21;1635897600000;2021.6374;1636934400000;1638230400000;https://www.bip.krakow.pl/?dok_id=146715;;;;;;16188;KDZ.2;KDZ;0D93C18B36920AA5E0630D0A1EAC4A6E;Tereny drogi publicznej klasy zbiorczej;LINDEGO;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0002.375;Gmina Kraków - współwłasność;1261029;K-2;375;63630340;47.0;32.4605;1704153600000;CD264DD5-56D7-411C-AEDC-E5DE485D7F15;0 - nie;126102_9.0002.375;2;LV/1125/16;1477440000000;poz. 6130;1478044800000;1479340800000;http://www.bip.krakow.pl/?dok_id=66954;;;;;;8679;KDD.4;KDD;0D93C18B2FE20AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;BRONOWICE - WESELE;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0002.376;Gmina Kraków - współwłasność;1261029;K-2;376;63624722;22.0;19.9943;1704153600000;900FC04C-2E45-4919-9F2F-270DC233C09A;0 - nie;126102_9.0002.376;2;LV/1125/16;1477440000000;poz. 6130;1478044800000;1479340800000;http://www.bip.krakow.pl/?dok_id=66954;;;;;;8679;KDD.4;KDD;0D93C18B2FE20AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy dojazdowej;BRONOWICE - WESELE;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0002.466;Gmina Kraków - współwłasność;1261029;K-2;466;63626844;2190.0;2185.20119998;1704153600000;735737F4-C657-4A8D-B95B-C59CE2B5DF90;0 - nie;126102_9.0002.466;2;LIX/815/12;1351036800000;poz. 5495;1352160000000;1353456000000;http://www.bip.krakow.pl/?dok_id=53357;;;;;;4964;ZPp.3;ZPp;0D93C18B1B250AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0002.770;Gmina Kraków - współwłasność;1261029;K-2;770;68003891;2209.0;2374.52424996;1704153600000;064D51DA-6982-40A8-8307-761A36FCD358;0 - nie;126102_9.0002.770;2;LV/1125/16;1477440000000;poz. 6130;1478044800000;1479340800000;http://www.bip.krakow.pl/?dok_id=66954;;;;;;8674;KDL.3;KDL;0D93C18B2FEB0AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy lokalnej;BRONOWICE - WESELE;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0003.652;Gmina Kraków - współwłasność;1261029;K-3;652;63676131;94.0;93.6394;1704153600000;4805210E-C9A2-9F15-E053-B80B10ACD714;0 - nie;126102_9.0003.652;2;null;null;null;null;null;https://www.bip.krakow.pl/?dok_id=131397;XLIV/1164/20;1598486400000;PLI;BP;null;472;;;;;;LEA;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0003.388;Gmina Kraków - współwłasność;1261029;K-3;388;63677296;201.0;201.13360001;1704153600000;62177E17-137B-45CC-A830-AF9BE46E9B4F;0 - nie;126102_9.0003.388;2;null;null;null;null;null;https://www.bip.krakow.pl/?dok_id=131397;XLIV/1164/20;1598486400000;PLI;BP;null;472;;;;;;LEA;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0003.252;Gmina Kraków - współwłasność;1261029;K-3;252;63677762;153.0;153.24295;1704153600000;E482EBE0-B40D-4860-94AF-65AA2F8097C1;0 - nie;126102_9.0003.252;2;LIV/1096/16;1476230400000;6007;1477526400000;1478822400000;http://www.bip.krakow.pl/?dok_id=80863;;;;;;8631;ZP.5;ZP;0D93C18B52DF0AA5E0630D0A1EAC4A6E;;;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0005.316;Gmina Kraków - współwłasność;1261029;K-5;316;63230077;714.0;709.45199999;1704153600000;DB6B5FA0-450F-4C9D-9CCB-59B90492F960;0 - nie;126102_9.0005.316;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;12958;U.8;U;0D93C18B4F4C0AA5E0630D0A1EAC4A6E;;ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0005.317;Gmina Kraków - współwłasność;1261029;K-5;317;63234699;1347.0;1355.24815001;1704153600000;5C58848B-FEA7-4ADE-BD37-9C6AF9884F81;0 - nie;126102_9.0005.317;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;12958;U.8;U;0D93C18B4F4C0AA5E0630D0A1EAC4A6E;;ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0005.318;Gmina Kraków - współwłasność;1261029;K-5;318;63236408;951.0;958.32470001;1704153600000;3573129D-F273-4373-9E18-434EEDC795BA;0 - nie;126102_9.0005.318;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;12958;U.8;U;0D93C18B4F4C0AA5E0630D0A1EAC4A6E;;ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0005.135;Gmina Kraków - współwłasność;1261029;K-5;135;63232835;399.0;418.05;1704153600000;685EBB44-A3F2-4AEB-9E14-2F9A40AD5C2A;0 - nie;126102_9.0005.135;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;12955;US.2;US;0D93C18B4F490AA5E0630D0A1EAC4A6E;tereny sportu i rekreacji (US.1-US.3);ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0005.137;Gmina Kraków - współwłasność;1261029;K-5;137;63232834;619.0;618.98279999;1704153600000;2CA64A84-C327-412C-9071-98A4D4FB7DE3;0 - nie;126102_9.0005.137;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;12955;US.2;US;0D93C18B4F490AA5E0630D0A1EAC4A6E;tereny sportu i rekreacji (US.1-US.3);ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0006.463;Gmina Kraków - współwłasność;1261029;K-6;463;65502398;2739.0;2739.43995005;1704153600000;18F47A7E-C7D8-456E-9A99-1F92BE9C07F6;0 - nie;126102_9.0006.463;2;LIII/1463/21;1613606400000;poz. 1155;1614124800000;1615420800000;https://www.bip.krakow.pl/?dok_id=137659;;;;;;15107;ZPz.3;ZPz;0D93C18B34B90AA5E0630D0A1EAC4A6E;;OS. WIDOK;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0010.365;Gmina Kraków - współwłasność;1261029;K-10;365;66310981;1478.0;1515.15030002;1704153600000;D017288D-1D06-4816-AAAC-1364066002C4;0 - nie;126102_9.0010.365;2;XXXII/813/19;1576627200000;poz. 10021;1577750400000;1579046400000;https://www.bip.krakow.pl/?dok_id=120395;;;;;;13899;ZN.11;ZN;0D93C18B426A0AA5E0630D0A1EAC4A6E;;STRZELNICA-SIKORNIK;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0010.695;Gmina Kraków - współwłasność;1261029;K-10;695;63392165;56.0;56.01389529;1704153600000;60DE57D4-7551-426B-9D25-6FB7C6E0035A;0 - nie;126102_9.0010.695;2;XXXII/813/19;1576627200000;poz. 10021;1577750400000;1579046400000;https://www.bip.krakow.pl/?dok_id=120395;;;;;;13902;KDL.2;KDL;0D93C18B42620AA5E0630D0A1EAC4A6E;Tereny dróg publicznych klasy lokalnej;STRZELNICA-SIKORNIK;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
126102_9;126102_9.0009.345;Gmina Kraków - współwłasność;1261029;K-9;345;63393245;320.0;307.8516;1704153600000;A63586A4-9E30-4C12-83E8-3DDB61FEAD98;0 - nie;126102_9.0009.345;2;XLV/586/12;1337126400000;poz. 2861;1340236800000;1342915200000;http://www.bip.krakow.pl/?dok_id=51800;;;;;;4659;MN.7;MN;0D93C18B1A3F0AA5E0630D0A1EAC4A6E;Tereny zabudowy mieszkaniowej - zabudowa mieszkaniowa jednorodzinna;WOLA JUSTOWSKA - MODRZEWIOWA;;;;;;;;;1261029;K-9;301/1;63390936;760.0;759.35569999;1704153600000;8EF91446-FD3A-48FB-8363-FF3C51A5C420;0 - nie;126102_9.0009.301/1;2;;;;;;Krowodrza;Krowodrza
126102_9;126102_9.0012.220;Gmina Kraków - współwłasność;1261029;K-12;220;63636712;1457.0;1448.17020002;1704153600000;4743A655-BDB2-41E3-8C51-70549284B4B7;0 - nie;126102_9.0012.220;2;XII/218/19;1553644800000;poz. 2721;1554422400000;1555718400000;http://www.bip.krakow.pl/?dok_id=108650;;;;;;13047;KDZT.1;KDZT;0D93C18B4F530AA5E0630D0A1EAC4A6E;teren drogi publicznej - klasy zbiorczej z torowiskiem tramwajowym (KDZT.1);ARMII KRAJOWEJ - PIASTOWSKA;;;;;;;;;;;;;;;;;;;;;;;;;Krowodrza;
